Site.Name,Lat,Long,habitat,Date,Time,Depth,Distance,Q.PA,Phylum,Genus,Species,Length,Abundance,Country,width.transect,width.seine,length.measured,SPECIES_NAME,phylum,family,eat.squid
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,34,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,39,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,46,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,46,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,48,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,49,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,50,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,51,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,51,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,52,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,52,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,52,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,52,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,52,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,54,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,57,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,59,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,60,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,60,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,65,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,65,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,69,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,70,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,72,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,72,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,75,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,76,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,76,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,78,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,80,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,83,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,83,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,85,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,87,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,94,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,100,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170222,1455,100,25,Q,Chordata,Pelates,sexlineatus,103,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170223,1409,100,25,Q,Chordata,Pelates,sexlineatus,105,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Urunga Lagoon 1,-30.50648,153.02373,Seagrass,20170224,1405,100,25,Q,Chordata,Pelates,sexlineatus,113,1,Australia (NSW2),10,NA,yes,Pelates sexlineatus,Chordata,Terapontidae,1
Moreton_Bay,-27.493913,153.397212,Seagrass,20170209,1520,100,20,Q,Chordata,Petroscirtes,lupus,30,1,Australia (QLD3),10,NA,yes,Petroscirtes lupus,Chordata,Blenniidae,1
Moreton_Bay,-27.493913,153.397212,Seagrass,20170209,1520,100,20,Q,Chordata,Petroscirtes,lupus,40,1,Australia (QLD3),10,NA,yes,Petroscirtes lupus,Chordata,Blenniidae,1
Moreton_Bay,-27.493913,153.397212,Seagrass,20170209,1520,100,20,Q,Chordata,Petroscirtes,lupus,60,1,Australia (QLD3),10,NA,yes,Petroscirtes lupus,Chordata,Blenniidae,1
Moreton_Bay,-27.493913,153.397212,Seagrass,20170209,1520,100,20,Q,Chordata,Petroscirtes,lupus,60,1,Australia (QLD3),10,NA,yes,Petroscirtes lupus,Chordata,Blenniidae,1
Moreton_Bay,-27.493913,153.397212,Seagrass,20170209,1520,100,20,Q,Chordata,Petroscirtes,lupus,60,1,Australia (QLD3),10,NA,yes,Petroscirtes lupus,Chordata,Blenniidae,1
Noosa river,-26.393508,153.055206,Seagrass,20170131,1300,100,20,Q,Chordata,Petroscirtes,variabilis,40,1,Australia (QLD2),10,NA,yes,Petroscirtes variabilis,Chordata,Blenniidae,1
Noosa river,-26.393508,153.055206,Seagrass,20170131,1300,100,20,Q,Chordata,Petroscirtes,variabilis,60,1,Australia (QLD2),10,NA,yes,Petroscirtes variabilis,Chordata,Blenniidae,1
Noosa river,-26.393508,153.055206,Seagrass,20170131,1300,100,20,Q,Chordata,Petroscirtes,variabilis,80,1,Australia (QLD2),10,NA,yes,Petroscirtes variabilis,Chordata,Blenniidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,41,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,65,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,67,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,68,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,69,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,69,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,69,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,71,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,72,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,73,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,73,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,77,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,80,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160720,1045,120,30,Q,Chordata,Phanerodon,furcatus,81,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,85,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,86,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,87,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,90,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,90,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,92,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160719,1045,125,30,Q,Chordata,Phanerodon,furcatus,96,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,96,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,96,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
OIMB-Valino-SSNERR,43.315013,-124.320361,Seagrass,20160721,1115,125,30,Q,Chordata,Phanerodon,furcatus,98,1,USA (OR),10,10,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
Windy Cove,35.35009,-120.844383,Seagrass,20160711,930,150,23.5,Q,Chordata,Phanerodon,furcatus,370,1,USA (CA2),10,10.2,yes,Phanerodon furcatus,Chordata,Embiotocidae,1
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161211,930,100,25,Q,Chordata,Philypnodon,grandiceps,50,1,Australia (NSW),10,NA,yes,Philypnodon grandiceps,Chordata,Eleotridae,1
Smiths_Lake_NSW,-32.380278,152.508889,Seagrass,20161211,930,100,25,Q,Chordata,Philypnodon,grandiceps,55,1,Australia (NSW),10,NA,yes,Philypnodon grandiceps,Chordata,Eleotridae,1
Koje-Korea,34.7282,128.6047,Seagrass,20160620,1430,100,28.7,Q,Chordata,Pholis,fangi,73,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7282,128.6047,Seagrass,20160622,1530,100,28,Q,Chordata,Pholis,fangi,80,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7282,128.6047,Seagrass,20160620,1430,100,28.7,Q,Chordata,Pholis,fangi,89,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7282,128.6047,Seagrass,20160622,1530,100,28,Q,Chordata,Pholis,fangi,98,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7288,128.6047,Unvegetated,20160622,1550,100,28.1,Q,Chordata,Pholis,fangi,98,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7282,128.6047,Seagrass,20160622,1530,100,28,Q,Chordata,Pholis,fangi,105,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
Koje-Korea,34.7288,128.6047,Unvegetated,20160622,1550,100,28.1,Q,Chordata,Pholis,fangi,173,1,Korea,10,15,yes,Pholis fangi,Chordata,Pholidae,0
NN_Juvika,67.214334,15.007534,Seagrass,20160721,1200,100,35,Q,Chordata,Pholis,gunnellus,100,1,Norway,10,NA,yes,Pholis gunnellus,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,36,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,39,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Pholis,laeta,43,1,USA (AK),10,NA,yes,Pholis laeta,Chordata,Pholidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Pholis,laeta,47,1,USA (AK),10,NA,yes,Pholis laeta,Chordata,Pholidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160823,1200,100,10,Q,Chordata,Pholis,laeta,47,1,USA (AK),10,NA,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,64,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160723,1225,70,26,Q,Chordata,Pholis,laeta,71,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,83,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,86,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,92,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160721,1230,75,35,Q,Chordata,Pholis,laeta,95,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,95,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,96,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,96,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,98,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,98,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,98,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,98,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,99,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,102,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,102,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,102,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160721,1230,75,35,Q,Chordata,Pholis,laeta,103,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,103,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,103,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,105,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160723,1225,70,26,Q,Chordata,Pholis,laeta,108,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,109,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,111,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160723,1225,70,26,Q,Chordata,Pholis,laeta,112,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,114,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160723,1225,70,26,Q,Chordata,Pholis,laeta,114,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,laeta,117,1,USA (WA2),10,10,yes,Pholis laeta,Chordata,Pholidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160821,945,100,10,Q,Chordata,Pholis,laeta,153,1,USA (AK),10,NA,yes,Pholis laeta,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,45,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,56,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,57,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,77,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,87,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,92,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,92,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,94,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Unvegetated,20160722,1205,50,16,Q,Chordata,Pholis,ornata,95,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,96,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,97,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
Redondo S-6,47.346,-122.329,Seagrass,20160707,1330,100,12,Q,Chordata,Pholis,ornata,99,1,USA (WA),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,102,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,102,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,107,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160722,1240,50,25.5,Q,Chordata,Pholis,ornata,109,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160723,1225,70,26,Q,Chordata,Pholis,ornata,109,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
Redondo S-6,47.346,-122.329,Seagrass,20160707,1330,100,12,Q,Chordata,Pholis,ornata,114,1,USA (WA),10,10,yes,Pholis ornata,Chordata,Pholidae,0
Redondo S-6,47.346,-122.329,Seagrass,20160707,1330,100,12,Q,Chordata,Pholis,ornata,121,1,USA (WA),10,10,yes,Pholis ornata,Chordata,Pholidae,0
Redondo N2,47.3503,-122.324,Seagrass,20160706,1130,100,13.5,Q,Chordata,Pholis,sp.,45,1,USA (WA),10,10,yes,Pholis sp.,Chordata,Pholidae,0
False Bay,48.48532472,-123.07541,Seagrass,20160721,1230,75,35,Q,Chordata,Pholis,ornata,88,1,USA (WA2),10,10,yes,Pholis ornata,Chordata,Pholidae,0
Sunshine Cove,58.60859,-134.93278,Seagrass,20160822,950,100,10,Q,Chordata,Platichthys,stellatus,44,1,USA (AK),10,NA,yes,Platichthys stellatus,Chordata,Pleuronectidae,0
San Diego,32.765211,-117.246564,Unvegetated,20160701,1315,100,38,Q,Chordata,Platichthys,stellatus,110,1,USA (CA),9.144,9.144,yes,Platichthys stellatus,Chordata,Pleuronectidae,0
San Diego,32.765211,-117.246564,Unvegetated,20160624,900,100,60,Q,Chordata,Platichthys,stellatus,114,1,USA (CA),9.144,9.144,yes,Platichthys stellatus,Chordata,Pleuronectidae,0
