Site,abLat,habitat,rate,sstmean,temp,chlomean,ENSPIE,richness,cpua,logbio,catch_min,catch_max,catch_mean,pop,pop30,hemi,coast,logcatch,logpop,logpop30,logchl,logabun,MDS1,MDS2,bio.filt,cpua.filt,act.ratio,FRic,qual.FRic,FEve,FDis,RaoQ,FGR,act,feed,troph,watercol,body,length,log.mass.rda,log.cpua.rda
QLD3,26.393508,Seagrass,1,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,26.393508,Unvegetated,1,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
QLD3,26.393508,Seagrass,1,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,26.393508,Unvegetated,1,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
QLD3,25.307906,Seagrass,0.125642742,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,25.307906,Unvegetated,0.08248469,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
QLD3,25.307906,Seagrass,0.072831548,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,25.307906,Unvegetated,0.072225825,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
QLD3,25.307906,Seagrass,0.88,24.60199992,26,2.274333358,1.927119165,5.355731225,0.673853755,0.02662602,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,-0.171434347,0.647147425,-0.582420984,0.989003272,0.528333333,0.84,0.605443653,0.126088172,0.583333333,0.441795356,0.228336,5,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,30.99925907,-0.00436337,-0.274632938
QLD3,25.307906,Unvegetated,0.202973815,24.60199992,26,2.274333358,1.846984989,4.320512821,1.538760684,-0.282246694,94.76907856,94.76907856,94.76907856,4.954134941,4.607288092,South,West,1.976666658,0.694967832,0.663445369,0.356854121,0.187171081,0.910393009,0.28491836,0.332219097,1.015,0.869565217,0.430248271,0.126088172,0.666666667,0.409471913,0.201233459,4,0,hunting macrofauna (predator),benthic invertivore,demersal,fusiform / normal,26.76149842,-0.477270117,0.007747778
India,10.06677,Seagrass,0.015473553,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,10.06677,Seagrass,0.009435181,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,10.06677,Seagrass,0.037413026,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,10.07013,Unvegetated,0.018775161,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,10.07013,Unvegetated,0.048253658,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,10.07013,Unvegetated,0.022000041,29.08200073,29.5,0.331333334,NA,NA,NA,NA,988.6070696,988.6070696,988.6070696,1322.636475,1322.636475,North,East,2.995023712,3.121440495,3.121440495,-0.479734869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIC,38.193552,Seagrass,0.030416855,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.193552,Unvegetated,0.008647958,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.193552,Seagrass,0.027379887,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.193552,Unvegetated,0.003536727,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.193552,Seagrass,0.003536727,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.193552,Unvegetated,0.003536727,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.152773,Seagrass,0.003536727,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.152773,Unvegetated,0.003536727,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.152773,Seagrass,0,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.152773,Unvegetated,0.003536727,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.152773,Seagrass,0.027379887,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.180151,Seagrass,0.009435181,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.180151,Unvegetated,0.001733165,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
VIC,38.180151,Seagrass,0.042410548,16.13500055,20.7625,2.290666719,3.024706233,5.772925764,0.19989083,-0.041115655,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.699207129,-0.062202015,0.702720996,0.560753557,0.11,0.545454545,0.051177547,0.126088172,0.888888889,0.461246531,0.24035124,3,0,hunting macrofauna (predator),benthic invertivore,demersal,elongated,52.13763314,-0.250454169,-0.946921557
VIC,38.180151,Unvegetated,0.013857098,16.13500055,20.7625,2.290666719,1.915352613,3.687116564,0.155981595,-0.402673435,0.946923172,52.60270988,19.33854128,79.81026459,195.5316289,South,West,1.286423712,1.902058751,2.291217018,0.359961906,-0.806926643,-0.136738793,0.722229407,0.090748648,0.1275,0.444444444,0.049735841,0.126088172,0.995074386,0.419692572,0.211018519,3,1,hunting macrofauna (predator),benthic invertivore,benthic,elongated,52.93411809,-1.037400327,-0.884389488
CA2,35.349373,Unvegetated,0.001733165,13.43549967,NA,3.253999949,2.489427127,8.121794872,0.343443265,3.235875978,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.464144996,-0.551718506,-0.220107476,0.011034866,0.013859561,0.384615385,0.032290699,0.126088172,0.636363636,0.499118438,0.260295858,3,1,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,elongated,55.67725601,-1.919558748,-1.77315374
CA2,35.350021,Seagrass,0.010359377,13.43549967,NA,3.253999949,3.534454784,6.629310345,0.520870247,3.196336004,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.28327045,-0.414438612,-0.322039547,0.03891553,0.051352564,0.6,0.030118041,0.126088172,0.75,0.503679666,0.265875,3,0,variable,benthic invertivore;planktivore,demersal;pelagic site attached,fusiform / normal;short and / or deep,54.51936603,-1.398858102,-1.264779967
CA2,35.349373,Unvegetated,0.003536727,13.43549967,NA,3.253999949,2.489427127,8.121794872,0.343443265,3.235875978,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.464144996,-0.551718506,-0.220107476,0.011034866,0.013859561,0.384615385,0.032290699,0.126088172,0.636363636,0.499118438,0.260295858,3,1,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,elongated,55.67725601,-1.919558748,-1.77315374
CA2,35.349861,Seagrass,0.010807551,13.43549967,NA,3.253999949,3.534454784,6.629310345,0.520870247,3.196336004,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.28327045,-0.414438612,-0.322039547,0.03891553,0.051352564,0.6,0.030118041,0.126088172,0.75,0.503679666,0.265875,3,0,variable,benthic invertivore;planktivore,demersal;pelagic site attached,fusiform / normal;short and / or deep,54.51936603,-1.398858102,-1.264779967
CA2,35.349033,Unvegetated,0.007380296,13.43549967,NA,3.253999949,2.489427127,8.121794872,0.343443265,3.235875978,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.464144996,-0.551718506,-0.220107476,0.011034866,0.013859561,0.384615385,0.032290699,0.126088172,0.636363636,0.499118438,0.260295858,3,1,hunting macrofauna (predator),benthic invertivore;planktivore,benthic,elongated,55.67725601,-1.919558748,-1.77315374
CA2,35.350021,Seagrass,0.009875606,13.43549967,NA,3.253999949,3.534454784,6.629310345,0.520870247,3.196336004,76.3102517,212.0742382,144.192245,76.7124176,52.08987609,North,East,2.158941904,1.88486567,1.716753324,0.512417542,-0.28327045,-0.414438612,-0.322039547,0.03891553,0.051352564,0.6,0.030118041,0.126088172,0.75,0.503679666,0.265875,3,0,variable,benthic invertivore;planktivore,demersal;pelagic site attached,fusiform / normal;short and / or deep,54.51936603,-1.398858102,-1.264779967
Chile,30.29754,Unvegetated,0.00658919,15.10500002,19.6,2.540750027,1.793560546,4.073770492,1.579894614,0.470651739,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,0.198628118,-0.18696834,-0.727720963,0,0,0.818181818,0.02753954,0.126088172,0.777777778,0.51977777,0.290599174,2,0,hunting macrofauna (predator),benthic invertivore,benthic,crab,59.80163773,-3,-2.522878745
Chile,30.293,Seagrass,0.003536727,15.10500002,19.83333333,2.540750027,2.350625584,4.178571429,0.116831965,-0.346610104,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,-0.932438319,-0.230229808,-0.014728171,0.152284291,0.0371341,0.666666667,0.184562438,0.126088172,0.996767585,0.486675312,0.249783951,3,0,variable,omnivore,benthic,fusiform / normal,43.17641407,-0.81450235,-1.396486476
Chile,30.29754,Unvegetated,0.005416791,15.10500002,19.6,2.540750027,1.793560546,4.073770492,1.579894614,0.470651739,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,0.198628118,-0.18696834,-0.727720963,0,0,0.818181818,0.02753954,0.126088172,0.777777778,0.51977777,0.290599174,2,0,hunting macrofauna (predator),benthic invertivore,benthic,crab,59.80163773,-3,-2.522878745
Chile,30.29754,Unvegetated,0.005416791,15.10500002,19.6,2.540750027,1.793560546,4.073770492,1.579894614,0.470651739,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,0.198628118,-0.18696834,-0.727720963,0,0,0.818181818,0.02753954,0.126088172,0.777777778,0.51977777,0.290599174,2,0,hunting macrofauna (predator),benthic invertivore,benthic,crab,59.80163773,-3,-2.522878745
Chile,30.293,Seagrass,0.003536727,15.10500002,19.83333333,2.540750027,2.350625584,4.178571429,0.116831965,-0.346610104,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,-0.932438319,-0.230229808,-0.014728171,0.152284291,0.0371341,0.666666667,0.184562438,0.126088172,0.996767585,0.486675312,0.249783951,3,0,variable,omnivore,benthic,fusiform / normal,43.17641407,-0.81450235,-1.396486476
Chile,30.293,Seagrass,0.003536727,15.10500002,19.83333333,2.540750027,2.350625584,4.178571429,0.116831965,-0.346610104,109.2181483,687.9758627,398.5970055,79.66712952,122.8815384,South,East,2.600534032,1.901279169,2.08948664,0.404961939,-0.932438319,-0.230229808,-0.014728171,0.152284291,0.0371341,0.666666667,0.184562438,0.126088172,0.996767585,0.486675312,0.249783951,3,0,variable,omnivore,benthic,fusiform / normal,43.17641407,-0.81450235,-1.396486476
QC,49.08802,Seagrass,0,5.319999981,12.5,16.57460022,2.992482917,6.158088235,0.853573529,0.285895044,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.068759061,-0.635414608,0.534627883,0,0,0.888888889,0.018841972,0.126088172,0.714285714,0.441947921,0.233796296,2,0,variable,benthic invertivore;planktivore,demersal,elongated,49.32461007,-3,-2.522878745
QC,49.08779,Unvegetated,0.003536727,5.319999981,12.5,16.57460022,1.487528752,4.818181818,0.328892562,-0.09318679,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.482945948,-0.584479172,0.116668258,0,0,0.857142857,0.018841972,0.126088172,0.995791243,0.53654132,0.298469388,2,0,variable,benthic invertivore;planktivore,demersal,elongated,50.24730067,-3,-2.522878745
QC,49.08802,Seagrass,0,5.319999981,12.5,16.57460022,2.992482917,6.158088235,0.853573529,0.285895044,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.068759061,-0.635414608,0.534627883,0,0,0.888888889,0.018841972,0.126088172,0.714285714,0.441947921,0.233796296,2,0,variable,benthic invertivore;planktivore,demersal,elongated,49.32461007,-3,-2.522878745
QC,49.08779,Unvegetated,0.002738633,5.319999981,12.5,16.57460022,1.487528752,4.818181818,0.328892562,-0.09318679,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.482945948,-0.584479172,0.116668258,0,0,0.857142857,0.018841972,0.126088172,0.995791243,0.53654132,0.298469388,2,0,variable,benthic invertivore;planktivore,demersal,elongated,50.24730067,-3,-2.522878745
QC,49.08802,Seagrass,0,5.319999981,12.5,16.57460022,2.992482917,6.158088235,0.853573529,0.285895044,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.068759061,-0.635414608,0.534627883,0,0,0.888888889,0.018841972,0.126088172,0.714285714,0.441947921,0.233796296,2,0,variable,benthic invertivore;planktivore,demersal,elongated,49.32461007,-3,-2.522878745
QC,49.08779,Unvegetated,0,5.319999981,12.5,16.57460022,1.487528752,4.818181818,0.328892562,-0.09318679,5.279711999,53.39513005,33.64370876,49.90564346,63.7941771,North,West,1.526903865,1.69814966,1.80478104,1.219443062,-0.482945948,-0.584479172,0.116668258,0,0,0.857142857,0.018841972,0.126088172,0.995791243,0.53654132,0.298469388,2,0,variable,benthic invertivore;planktivore,demersal,elongated,50.24730067,-3,-2.522878745
Wales,52.9426,Seagrass,0.233433002,11.68279991,16.5,3.31239996,2.395894282,9.68159204,1.002806799,0.152162596,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,0.00121727,-0.454209435,1.033748896,0.96280622,0.801666667,0.533333333,0.724268526,0.126088172,0.923076923,0.469057459,0.238566667,5,0,hunting macrofauna (predator),benthic invertivore,benthic,elongated,54.28012804,-0.016010275,-0.094383989
Wales,52.94046,Unvegetated,0.009435181,11.68279991,16.5,3.31239996,3.522107336,10.84732824,0.522620865,-0.21809813,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,-0.281813255,-0.619165862,0.479870389,0.366928884,0.294166667,0.388888889,0.075103783,0.126088172,0.8125,0.484476405,0.253765432,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,55.0561143,-0.434236117,-0.526999907
Wales,52.94251,Seagrass,0.208483147,11.68279991,16.5,3.31239996,2.395894282,9.68159204,1.002806799,0.152162596,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,0.00121727,-0.454209435,1.033748896,0.96280622,0.801666667,0.533333333,0.724268526,0.126088172,0.923076923,0.469057459,0.238566667,5,0,hunting macrofauna (predator),benthic invertivore,benthic,elongated,54.28012804,-0.016010275,-0.094383989
Wales,52.94046,Unvegetated,0.011590585,11.68279991,16.5,3.31239996,3.522107336,10.84732824,0.522620865,-0.21809813,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,-0.281813255,-0.619165862,0.479870389,0.366928884,0.294166667,0.388888889,0.075103783,0.126088172,0.8125,0.484476405,0.253765432,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,55.0561143,-0.434236117,-0.526999907
Wales,52.9425,Seagrass,0.360836792,11.68279991,16.5,3.31239996,2.395894282,9.68159204,1.002806799,0.152162596,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,0.00121727,-0.454209435,1.033748896,0.96280622,0.801666667,0.533333333,0.724268526,0.126088172,0.923076923,0.469057459,0.238566667,5,0,hunting macrofauna (predator),benthic invertivore,benthic,elongated,54.28012804,-0.016010275,-0.094383989
Wales,52.94046,Unvegetated,0.013857098,11.68279991,16.5,3.31239996,3.522107336,10.84732824,0.522620865,-0.21809813,21.92418012,109.9590673,65.9416237,41.22476196,68.77427711,North,East,1.819159637,1.615158157,1.837426034,0.520142771,-0.281813255,-0.619165862,0.479870389,0.366928884,0.294166667,0.388888889,0.075103783,0.126088172,0.8125,0.484476405,0.253765432,4,1,hunting macrofauna (predator),benthic invertivore;higher carnivore,benthic,elongated,55.0561143,-0.434236117,-0.526999907
QLD1,16.75543,Seagrass,0.208483147,26.77975035,30.16666667,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD1,16.7556,Unvegetated,0.085105793,26.77975035,30.75,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD1,16.75542,Seagrass,0.202973815,26.77975035,30.16666667,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD1,16.7556,Unvegetated,0.208483147,26.77975035,30.75,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD1,16.75543,Seagrass,0.208733975,26.77975035,30.16666667,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QLD1,16.7556,Unvegetated,0.88,26.77975035,30.75,0.727250002,NA,NA,NA,NA,80.48077491,80.48077491,80.48077491,96.59578705,50.13545525,South,West,1.905692149,1.984958185,1.700144963,-0.138316269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,54.530033,Seagrass,0.003536727,10.67966652,NA,2.588166674,NA,NA,NA,NA,26.74397178,119.7613241,73.25264794,497.3264465,361.0251096,North,East,1.864823328,2.696641555,2.557537409,0.412992241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
