Site Name,Country,Lat,Long,Seagrass/Unveg,Date,Time,Temp,Sal,Measurment Number,Data Collector,Notes,Participant List,Contact Email
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.72,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.73,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:03,17,34.72,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.18,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.18,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160623,9:36,14.9,34.17,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.6,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.39,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160623,9:13,16.9,34.57,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.9,34.67,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.8,34.68,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20160624,8:33,16.9,34.68,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.78,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.77,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20160624,8:41,17.1,34.78,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13.1,34.14,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13,34.14,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170705,8:42,13,34.14,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.94,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.89,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170705,8:46,13.2,33.84,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.26,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.22,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.810254,-121.783827,Unveg,20170706,8:00,15.4,34.22,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,15,37.93,1,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,14.9,33.98,2,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
Elkhorn Slough,USA (CA3),36.811088,-121.782278,Seagrass,20170706,8:21,14.9,24.12,3,Brent Hughes,,B. Hughes,bbhughes@ucsc.edu
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.7,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.8,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand1,USA (VA2),37.68751,-75.86738,Unveg,20160621,1135,24.9,18.8,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,26.2,19.5,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,26.0,19.6,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand2,USA (VA2),37.68175,-75.86651,Unveg,20160622,1135,25.8,19.5,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSand3,USA (VA2),37.68199,-75.86617,Unveg,20160623,1210,25.9,19.4,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV1,USA (VA2),37.68882,-75.86724,Seagrass,20160621,1140,24.9,18.8,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,26.0,19.5,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,25.9,19.5,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV2,USA (VA2),37.68154,-75.86672,Seagrass,20160622,1130,25.8,19.5,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.3,19.4,1,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.3,19.5,2,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
PungSAV3,USA (VA2),37.68225,-75.86633,Seagrass,20160623,1250,26.4,19.5,3,PGRoss,,"PKellam, ETurner, Jlord",pg@vims.edu
QC_Baie St-Ludger,Canada (QC),49.08802,-68.32182,Seagrass,20160705,,12.5,30.0,1,Mathieu Cusson,,data from HOBO,mathieu.cusson@uqac.ca
QC_Baie St-Ludger,Canada (QC),49.08779,-68.32173,Unveg,20160705,,12.5,30.0,1,Mathieu Cusson,,,mathieu.cusson@uqac.ca
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.4,30,1,Olivia Graham,"For all temperature measurements, temperature probe only extended 20 cm into the water.",Drew Harvell,ojgraham@mac.com
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.5,34,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160719,1030,15.5,34,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,16.7,34,1,Olivia Graham,,Drew Harvell,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,17.1,34,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160719,1045,17,34,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.2,34,1,Olivia Graham,,Drew Harvell,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.8,34,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1055,17.6,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,18.9,28,1,Olivia Graham,Very shallow due to receding tide,Drew Harvell,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,19.4,29,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1100,19.7,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,18.1,30,1,Olivia Graham,,Olivia Graham,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,17.7,31,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160720,1230,18.5,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,17.1,31,1,Olivia Graham,,Olivia Graham,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,17.8,30,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160720,1245,16.8,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.5,31,1,Olivia Graham,,Miranda Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.6,30,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1030,15.6,34,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,15.7,30,1,Olivia Graham,,Mirnada Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,16.3,30,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1025,16.3,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,12.7,29,1,Olivia Graham,,Miranda Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,13.3,30,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160721,1230,14.1,30,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.4,29,1,Olivia Graham,,Miranda Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.2,30,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160721,1200,12.5,29,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.6,30,1,Olivia Graham,,Phoebe Dawkins,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.5,31,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1050,16.7,31,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,17.3,31,1,Olivia Graham,,Phoebe Dawkins,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,17.2,32,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1100,18,29,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,19.1,29,1,Olivia Graham,,Phoebe Dawkins,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,19,29,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160722,1345,18.8,29,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,17.3,28,1,Olivia Graham,,Phoebe Dawkins,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,17.5,29,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160722,1337,19.4,29,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,15.1,33,1,Olivia Graham,,Miranda Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,15,33,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Seagrass,20160723,1135,14.9,33,3,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.8,33,1,Olivia Graham,,Miranda Winningham,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.9,34,2,Olivia Graham,,,
False Bay,USA (WA2),48.48532472,123.07541,Unveg,20160723,1145,15.8,33,3,Olivia Graham,,,
Kalpeni,India,10.06677,73.63355,Seagrass,20170116,,29.5,,1,Elrika D'Souza,Data from nearby islands (Agatti and Kavaratti) in 2016 NOT 2017!,,
Kalpeni,India,10.07013,73.63361,Unveg,20170116,,29.5,,1,Elrika D'Souza,Data from nearby islands (Agatti and Kavaratti) in 2016 NOT 2017!,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.9,31.6,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.86,31.7,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160623,730,20.85,31.6,3,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.83,31.7,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.75,31.6,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160623,750,20.6,31.7,3,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.9,31.7,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.8,31.7,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160627,830,21.8,31.7,3,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160627,830,21.8,31.7,3,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Seagrass,20160630,1124,22.9,31.8,3,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,22.9,31.8,1,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,23,31.8,2,"Mallarie Yeager, Kevin Hovel",,,
San Diego,USA (CA),32.76517,-117.2467,Unveg,20160630,1127,23,31.8,3,"Mallarie Yeager, Kevin Hovel",,,
Goodwin Island,USA (VA),37.2158,-76.39267,Seagrass,20160811,,29.57762,21.81871,1,Jon Lefcheck,data from sensor in nearby location,,
Goodwin Island,USA (VA),37.2158,-76.39267,Unveg,20160811,,29.57762,21.81871,1,Jon Lefcheck,,,
,Panama,9.351809,-82.25763,Seagrass,20160929,1212,29.98198,33.82912,1,Janina Seeman,data from sensor in nearby location,,
,Panama,9.351809,-82.25763,Seagrass,20161004,1150,30.59406,33.87932,1,Janina Seeman,,,
,Panama,9.351809,-82.25763,Seagrass,20161005,1150,30.6981,33.85869,1,Janina Seeman,,,
,Panama,9.351809,-82.25763,Unveg,20160929,1220,29.98091,33.82956,1,Janina Seeman,,,
,Panama,9.351809,-82.25763,Unveg,20161004,1145,30.59342,33.8796,1,Janina Seeman,,,
,Panama,9.351809,-82.25763,Unveg,20161005,1145,30.69857,33.8585,1,Janina Seeman,,,
Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161105,1130,27.5,35.6,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161105,1100,27.5,35.6,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161106,1100,27.5,35.7,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161106,1045,27.5,35.7,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
Carrie Bow Cay,Belize,16.802333,-88.082468,Unveg,20161107,1000,27.5,35.6,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
Carrie Bow Cay,Belize,16.802509,-88.082305,Seagrass,20161107,1030,27.5,35.6,1,Dean Janiak,Physical data averaged EXO data sonde,Dean Janiak,janiakd@si.edu
,Italy,43.06767,9.831233,Unveg,20160727,,25.213,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
,Italy,43.06767,9.831233,Seagrass,20160727,,25.213,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
,Italy,43.06767,9.831233,Unveg,20160728,,25.5045,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
,Italy,43.06767,9.831233,Seagrass,20160728,,25.5045,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
,Italy,43.06767,9.831233,Unveg,20160729,,27.54689,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
,Italy,43.06767,9.831233,Seagrass,20160729,,27.54689,,,Matt Whalen,Data taken directly from AquaMODIS for the three days of the assays.,,
Hervey Bay,Australia (QLD2),-26.393508,153.055206,Unveg,20170130,,25,33.9,,Chris Henderson,,Chris Henderson,chender1@usc.edu.au
Hervey Bay,Australia (QLD2),-26.393508,153.055206,Seagrass,20170130,,25,33.9,,Chris Henderson,,Chris Henderson,chender1@usc.edu.au
Noosa,Australia (QLD2),-25.307906,152.909319,Unveg,20170221,,27,33.9,,Chris Henderson,,Chris Henderson,chender1@usc.edu.au
Noosa,Australia (QLD2),-25.307906,152.909319,Seagrass,20170221,,27,33.9,,Chris Henderson,,Chris Henderson,chender1@usc.edu.au
