ID,FAMILY,GENUS,SPECIES_NAME,A,B,CF,SGFGu,ABCfComplete
5349,Scaridae,Scarus,Scarus falcipinnis,0.0184,3.029,0.973,G,Yes
5350,Chaetodontidae,Chaetodon,Chaetodon multicinctus,0.0318,2.984,1,G,Yes
5351,Serranidae,Pseudanthias,Pseudanthias ignitus,0.0155,3.085,0.963391137,G,Yes
5352,Pomacanthidae,Centropyge,Centropyge argi,0.0492,2.795,1,G,Yes
5354,Scyliorhinidae,Haploblepharus,Haploblepharus edwardsii,0.0017,3.145,1,F,Yes
5355,Sparidae,Lithognathus,Lithognathus mormyrus,0.0154,2.97,1,S,Yes
5356,Cheilodactylidae,Nemadactylus,Nemadactylus bergi,0.0111,2.997,1,S,Yes
5357,Blenniidae,Meiacanthus,Meiacanthus kamoharai,0.0105,3.13,1,F,Yes
5359,Blenniidae,Plagiotremus,Plagiotremus ewaensis,0.002,3.549,0.949667616,G,Yes
5361,Serranidae,Paranthias,Paranthias furcifer,0.0135,3.043,0.869943454,S,Yes
5362,Chaetodontidae,Chaetodon,Chaetodon auripes,0.0318,2.984,1,G,Yes
5363,Pomacentridae,Chromis,Chromis hanui,0.0204,3.217,0.84317032,G,Yes
5368,Ogcocephalidae,Ogcocephalus,Ogcocephalus vespertilio,0.0302,2.61,1,S,Yes
5369,Synodontidae,Synodus,Synodus capricornis,0.0065,2.99,1,G,Yes
5370,Pholidae,Pholis,Pholis crassispina,0.0043,3.018,1,G,Yes
5371,Megalopidae,Megalops,Megalops atlanticus,0.012,2.984,0.821,S,Yes
5372,Labridae,Halichoeres,Halichoeres dimidiatus,0.0095,3.131,1,G,Yes
5374,Gobiidae,Eviota,Eviota rubrisparsa,0.013,2.882,1,F,Yes
5375,Pomacentridae,Chromis,Chromis xutha,0.0204,3.217,0.84317032,G,Yes
5376,Cottidae,Hemilepidotus,Hemilepidotus jordani,0.0289,3,1,S,Yes
5378,Kyphosidae,Girella,Girella punctata,0.0227,2.983,0.983284169,S,Yes
5379,Acanthuridae,Zebrasoma,Zebrasoma flavescens,0.0286,2.94,1,S,Yes
5380,Pomacanthidae,Centropyge,Centropyge acanthops,0.0492,2.795,1,G,Yes
5386,Chaetodontidae,Chaetodon,Chaetodon litus,0.0318,2.984,1,G,Yes
5387,Pomacentridae,Pomacentrus,Pomacentrus caeruleus,0.0245,2.784,1,S,Yes
5388,Tripterygiidae,Helcogrammoides,Helcogrammoides cunninghami,0.0064,3.09,1,F,Yes
5390,Serranidae,Acanthistius,Acanthistius sebastoides,0.0132,3.031,0.997008973,F,Yes
5391,Gobiidae,Pterogobius,Pterogobius zacalles,0.013,2.882,1,F,Yes
5392,Muraenidae,Echidna,Echidna catenata,0.0007,3.218,1,F,Yes
5393,Pomacentridae,Amphiprion,Amphiprion nigripes,0.0316,2.93,0.932835821,G,Yes
5394,Caesionidae,Caesio,Caesio varilineata,0.0149,3.121,0.830564784,G,Yes
5395,Tetraodontidae,Canthigaster,Canthigaster jactator,0.0323,2.953,1,G,Yes
5396,Cottidae,Enophrys,Enophrys diceraus,0.0088,3,1,F,Yes
5397,Scaridae,Sparisoma,Sparisoma frondosum,0.0179,3.035,1,G,Yes
5398,Tetraodontidae,Canthigaster,Canthigaster figueiredoi,0.0323,2.953,1,G,Yes
5400,Gobiesocidae,Lepadogaster,Lepadogaster lepadogaster,0.0231,3,1,S,Yes
5401,Pomacentridae,Chromis,Chromis ovalis,0.0204,3.217,0.84317032,G,Yes
5403,Serranidae,Serranus,Serranus baldwini,0.011,3.104,1,G,Yes
5404,Cheilodactylidae,Cheilodactylus,Cheilodactylus fasciatus,0.016,2.989,1,G,Yes
5406,Carangidae,Trachurus,Trachurus trachurus,0.0072,3.033,1,S,Yes
5408,Cheilodactylidae,Goniistius,Goniistius zebra,0.016,2.989,1,F,Yes
5409,Sparidae,Petrus,Petrus rupestris,0.0184,3.151,0.913242009,F,Yes
5410,Blenniidae,Plagiotremus,Plagiotremus goslinei,0.002,3.549,0.949667616,G,Yes
5411,Labridae,Stethojulis,Stethojulis balteata,0.0128,3.077,1,G,Yes
5412,Cottidae,Pseudoblennius,Pseudoblennius cottoides,0.0088,3,1,F,Yes
5413,Sebastidae,Sebastes,Sebastes inermis,0.0142,3,1,G,Yes
5414,Nototheniidae,Patagonotothen,Patagonotothen squamiceps,0.0045,3.35,0.833333333,F,Yes
5415,Scaridae,Scarus,Scarus trispinosus,0.0184,3.029,0.973,G,Yes
5416,Monacanthidae,Cantherhines,Cantherhines macrocerus,0.0561,2.653,1,S,Yes
5416,Monacanthidae,Cantherhines,Cantherhines macrocerus,0.0561,2.653,1,S,Yes
5417,Apogonidae,Apogon,Apogon cathetogramma,0.0124,3.284,0.941619586,G,Yes
5418,Pomacentridae,Chromis,Chromis randalli,0.0204,3.217,0.84317032,G,Yes
5420,Labridae,Pseudolabrus,Pseudolabrus semifasciatus,0.0134,2.939,1,F,Yes
5421,Scorpaenidae,Dendrochirus,Dendrochirus barberi,0.0129,3.201,1,G,Yes
5423,Scaridae,Scarus,Scarus russelii,0.0184,3.029,0.973,G,Yes
5425,Labridae,Halichoeres,Halichoeres brasiliensis,0.0095,3.131,1,G,Yes
5426,Tripterygiidae,Cremnochorites,Cremnochorites capensis,0.0064,3.09,1,F,Yes
5429,Cottidae,Furcina,Furcina osimae,0.0088,3,1,F,Yes
5430,Scyliorhinidae,Poroderma,Poroderma africanum,0.0017,3.145,1,F,Yes
5433,Gobiidae,Elacatinus,Elacatinus figaro,0.0092,3.017,1,G,Yes
5435,Priacanthidae,Priacanthus,Priacanthus arenatus,0.013,3.039,1,S,Yes
5436,Sparidae,Calamus,Calamus pennatula,0.0178,3.11,0.884955752,S,Yes
5437,Labridae,Halichoeres,Halichoeres iridis,0.0095,3.131,1,G,Yes
5438,Clinidae,Ribeiroclinus,Ribeiroclinus eigenmanni,0.0139,2.846,1,F,Yes
5439,Blenniidae,Cirripectes,Cirripectes auritus,0.0147,3.099,1,G,Yes
5440,Labridae,Labroides,Labroides phthirophagus,0.0059,3.231,1,G,Yes
5442,Gobiidae,Caffrogobius,Caffrogobius nudiceps,0.0148,3.24,0.825,S,Yes
5443,Pomacentridae,Stegastes,Stegastes altus,0.0275,2.973,1,G,Yes
5444,Sparidae,Gymnocrotaphus,Gymnocrotaphus curvidens,0.0184,3.151,0.913242009,F,Yes
5447,Bythitidae,Stygnobrotula,Stygnobrotula latebricola,0.0148,2.919,1,F,Yes
5448,Pomacentridae,Pomacentrus,Pomacentrus trilineatus,0.0365,2.775,0.776096236,G,Yes
5449,Gadidae,Boreogadus,Boreogadus saida,0.0039,3.207,1,S,Yes
5451,Trachinidae,Trachinus,Trachinus draco,0.0093,2.874,1,S,Yes
5452,Rhinobatidae,Rhinobatos,Rhinobatos annulatus,0.0012,3.192,1,G,Yes
5453,Mugilidae,Liza,Liza richardsonii,0.0197,2.976,0.893388922,S,Yes
5454,Cirrhitidae,Cirrhitops,Cirrhitops fasciatus,0.0138,3.117,1,F,Yes
5455,Gobiidae,Coryphopterus,Coryphopterus lipernes,0.0062,3.314,1,G,Yes
5457,Scorpaenidae,Scorpaena,Scorpaena onaria,0.0155,3.298,1,G,Yes
5459,Labridae,Halichoeres,Halichoeres leucoxanthus,0.0095,3.131,1,G,Yes
5460,Scaridae,Scarus,Scarus scaber,0.0278,2.857,1,S,Yes
5461,Scaridae,Scarus,Scarus viridifucatus,0.0184,3.029,0.973,G,Yes
5462,Labridae,Thalassoma,Thalassoma hebraicum,0.0139,3,1,G,Yes
5463,Sparidae,Pachymetopon,Pachymetopon aeneum,0.0184,3.151,0.913242009,F,Yes
5464,Dasyatidae,Taeniura,Taeniura grabata,0.0739,2.81,0.571428571,F,Yes
5465,Blenniidae,Ecsenius,Ecsenius nalolo,0.0395,2.319,0.958772771,G,Yes
5467,Hexagrammidae,Hexagrammos,Hexagrammos otakii,0.0144,3,1,S,Yes
5468,Blenniidae,Meiacanthus,Meiacanthus mossambicus,0.0105,3.13,1,F,Yes
5469,Nemipteridae,Scolopsis,Scolopsis frenatus,0.0185,2.981,0.909090909,G,Yes
5470,Plesiopidae,Assessor,Assessor randalli,0.0181,2.791,0.874890639,G,Yes
5473,Sparidae,Pachymetopon,Pachymetopon blochii,0.0184,3.151,0.913242009,F,Yes
5474,Pomacentridae,Stegastes,Stegastes pictus,0.0275,2.973,1,G,Yes
5475,Scaridae,Chlorurus,Chlorurus atrilunula,0.0243,2.969,1,G,Yes
5477,Caracanthidae,Caracanthus,Caracanthus unipinna,0.0189375,3.0385,1,Gu,Yes
5478,Labridae,Thalassoma,Thalassoma duperrey,0.0155,2.89,1,S,Yes
5479,Chaetodontidae,Chaetodon,Chaetodon argentatus,0.0318,2.984,1,G,Yes
5480,Serranidae,Mycteroperca,Mycteroperca interstitialis,0.0009,3.582,0.970402717,S,Yes
5481,Monacanthidae,Paramonacanthus,Paramonacanthus japonicus,0.0557,2.474,1,S,Yes
5482,Sparidae,Lithognathus,Lithognathus lithognathus,0.0233,3.011,0.834028357,S,Yes
5484,Nototheniidae,Patagonotothen,Patagonotothen wiltoni,0.0045,3.35,0.833333333,F,Yes
5485,Labridae,Pseudolabrus,Pseudolabrus sieboldi,0.0134,2.939,1,F,Yes
5486,Labridae,Doratonotus,Doratonotus megalepis,0.0134,2.939,1,F,Yes
5487,Gobiidae,Mauligobius,Mauligobius maderensis,0.013,2.882,1,F,Yes
5488,Oplegnathidae,Oplegnathus,Oplegnathus conwayi,0.0203,3,0.968054211,G,Yes
5490,Pinguipedidae,Parapercis,Parapercis signata,0.0068,3.157,1,G,Yes
5491,Pomacentridae,Abudefduf,Abudefduf abdominalis,0.0213,3.152,0.859845228,G,Yes
5492,Gerreidae,Gerres,Gerres equulus,0.0184,2.871,1,G,Yes
5495,Blenniidae,Ecsenius,Ecsenius pictus,0.0395,2.319,0.958772771,G,Yes
5496,Mullidae,Parupeneus,Parupeneus porphyreus,0.0114,3.211,0.772200772,G,Yes
5498,Gobiidae,Eviota,Eviota mikiae,0.013,2.882,1,F,Yes
5499,Clinidae,Clinus,Clinus superciliosus,0.0186,3.036,1,S,Yes
5503,Gobiidae,Elacatinus,Elacatinus randalli,0.0092,3.017,1,G,Yes
5504,Sparidae,Spondyliosoma,Spondyliosoma emarginatum,0.0098,3.141,1,G,Yes
5506,Scombridae,Scomberomorus,Scomberomorus brasiliensis,0.018,2.8,0.844594595,S,Yes
5507,Labridae,Coris,Coris venusta,0.0069,3.031,0.892,G,Yes
5508,Chaetodontidae,Chaetodon,Chaetodon marleyi,0.0318,2.984,1,G,Yes
5509,Haemulidae,Parapristipoma,Parapristipoma octolineatum,0.0162,3,1,S,Yes
5510,Scorpaenidae,Scorpaena,Scorpaena brasiliensis,0.0155,3.298,1,G,Yes
5511,Labridae,Stethojulis,Stethojulis albovittata,0.0128,3.077,1,S,Yes
5515,Caracanthidae,Caracanthus,Caracanthus madagascariensis,0.0189375,3.0385,1,Gu,Yes
5516,Sparidae,Boopsoidea,Boopsoidea inornata,0.0184,3.151,0.913242009,F,Yes
5518,Scorpaenidae,Scorpaena,Scorpaena canariensis,0.0155,3.298,1,G,Yes
5519,Cheilodactylidae,Goniistius,Goniistius plessisi,0.016,2.989,1,F,Yes
5521,Stichaeidae,Gymnoclinus,Gymnoclinus cristulatus,0.004,3.148,1,F,Yes
5522,Holocentridae,Sargocentron,Sargocentron hormion,0.0236,2.981,0.947867299,G,Yes
5525,Tetraodontidae,Takifugu,Takifugu pardalis,0.006,3.219,1,G,Yes
5527,Gobiidae,Gobius,Gobius paganellus,0.011,3.192,1,S,Yes
5528,Labridae,Iniistius,Iniistius celebicus,0.0134,2.939,1,F,Yes
5530,Serranidae,Hypoplectrus,Hypoplectrus chlorurus,0.0109,3.182,1,G,Yes
5531,Labridae,Coris,Coris formosa,0.0069,3.031,0.892,G,Yes
5532,Scorpaenidae,Pterois,Pterois miles,0.0155,3.298,1,F,Yes
5533,Serranidae,Serranus,Serranus flaviventris,0.0079,3.45,1,S,Yes
5537,Labrisomidae,Labrisomus,Labrisomus cricota,0.0091,3.181,1,G,Yes
5538,Pomacentridae,Pomacentrus,Pomacentrus baenschi,0.0365,2.775,0.776096236,G,Yes
5539,Clinidae,Clinus,Clinus venustris,0.0186,3.036,1,G,Yes
5541,Dichistiidae,Dichistius,Dichistius capensis,0.0135,3.03,1,Gu,Yes
5542,Blenniidae,Cirripectes,Cirripectes vanderbilti,0.0147,3.099,1,G,Yes
5546,Labridae,Pseudolabrus,Pseudolabrus fuentesi,0.0134,2.939,1,F,Yes
5547,Tetraodontidae,Takifugu,Takifugu niphobles,0.006,3.219,1,G,Yes
5548,Agonidae,Bothragonus,Bothragonus occidentalis,0.0196,2.614,1,F,Yes
5549,Labrisomidae,Calliclinus,Calliclinus geniguttatus,0.0092,2.911,1,F,Yes
5550,Lutjanidae,Lutjanus,Lutjanus alexandrei,0.0182,2.984,1,G,Yes
5551,Serranidae,Acanthistius,Acanthistius patachonicus,0.0132,3.031,0.997008973,F,Yes
5554,Scaridae,Sparisoma,Sparisoma amplum,0.0179,3.035,1,G,Yes
5555,Mullidae,Mullus,Mullus argentinae,0.0086,3.129,1,S,Yes
5556,Pomacentridae,Chrysiptera,Chrysiptera rapanui,0.022,3.001,0.959692898,G,Yes
5557,Muraenidae,Enchelycore,Enchelycore carychroa,0.0018,3.101,1,G,Yes
5558,Stichaeidae,Opisthocentrus,Opisthocentrus zonope,0.004,3.148,1,F,Yes
5560,Blenniidae,Ophioblennius,Ophioblennius macclurei,0.0115,2.933,1,G,Yes
5563,Apogonidae,Apogon,Apogon urostigma,0.0124,3.284,0.941619586,G,Yes
5564,Tripterygiidae,Helcogramma,Helcogramma maldivensis,0.0064,3.09,1,F,Yes
5565,Sparidae,Acanthopagrus,Acanthopagrus sivicolus,0.0205,3,0.92506938,S,Yes
5566,Monacanthidae,Cantherhines,Cantherhines sandwichiensis,0.0561,2.653,1,G,Yes
5567,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.004,2.949,1,S,Yes
5568,Scaridae,Sparisoma,Sparisoma axillare,0.0179,3.035,1,G,Yes
5569,Stichaeidae,Opisthocentrus,Opisthocentrus tenuis,0.004,3.148,1,F,Yes
5570,Blenniidae,Ecsenius,Ecsenius minutus,0.0395,2.319,0.958772771,G,Yes
5571,Tetraodontidae,Takifugu,Takifugu poecilonotus,0.006,3.219,1,G,Yes
5572,Pomacentridae,Amphiprion,Amphiprion allardi,0.0316,2.93,0.932835821,G,Yes
5573,Sebastidae,Sebastes,Sebastes oculatus,0.0142,3,1,G,Yes
5574,Pomacentridae,Neoglyphidodon,Neoglyphidodon thoracotaeniatus,0.0178,3.182,0.836,G,Yes
5576,Nemipteridae,Pentapodus,Pentapodus caninus,0.0106,3.073,1,G,Yes
5578,Cheilodactylidae,Cheilodactylus,Cheilodactylus pixi,0.016,2.989,1,G,Yes
5579,Pomacentridae,Abudefduf,Abudefduf sparoides,0.0213,3.152,0.859845228,G,Yes
5580,Sebastidae,Sebastes,Sebastes vulpes,0.0142,3,1,G,Yes
5581,Holocentridae,Myripristis,Myripristis tiki,0.0241,3.069,0.930232558,G,Yes
5583,Parascorpididae,Parascorpis,Parascorpis typus,0.025442857,2.906,1,Gu,Yes
5584,Labridae,Halichoeres,Halichoeres poeyi,0.0095,3.131,1,S,Yes
5585,Pinguipedidae,Pinguipes,Pinguipes chilensis,0.0073,3.109,1,F,Yes
5586,Sparidae,Diplodus,Diplodus capensis,0.0276,3.081,0.831946755,S,Yes
5587,Scombropidae,Scombrops,Scombrops boops,0.0097,3,0.862068966,G,Yes
5588,Sparidae,Sparodon,Sparodon durbanensis,0.0184,3.151,0.913242009,F,Yes
5589,Carangidae,Trachurus,Trachurus japonicus,0.0101,3,0.882612533,S,Yes
5593,Sparidae,Rhabdosargus,Rhabdosargus holubi,0.0272,3.087,0.814995925,S,Yes
5594,Apogonidae,Apogon,Apogon schlegeli,0.0124,3.284,0.941619586,G,Yes
5595,Congiopodidae,Congiopodus,Congiopodus peruvianus,0.01355,2.993,1,Gu,Yes
5596,Blenniidae,Ecsenius,Ecsenius prooculis,0.0395,2.319,0.958772771,G,Yes
5597,Chaetodontidae,Chaetodon,Chaetodon miliaris,0.0318,2.984,1,G,Yes
5598,Stichaeidae,Opisthocentrus,Opisthocentrus ocellatus,0.004,3.148,1,F,Yes
5599,Pinguipedidae,Pinguipes,Pinguipes brasilianus,0.0073,3.109,1,F,Yes
5602,Plotosidae,Plotosus,Plotosus japonicus,0.0082,3.457,0.935,G,Yes
5606,Pomacentridae,Amphiprion,Amphiprion leucokranos,0.0316,2.93,0.932835821,G,Yes
5609,Kyphosidae,Labracoglossa,Labracoglossa argenteiventris,0.02,3.037,0.933706816,F,Yes
5610,Gobiidae,Amblyeleotris,Amblyeleotris japonica,0.013,2.882,1,F,Yes
5611,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes schrenki,0.0077,3.196,1,G,Yes
5612,Scorpaenidae,Scorpaenopsis,Scorpaenopsis cirrosa,0.0155,3.298,1,F,Yes
5614,Chaetodontidae,Chaetodon,Chaetodon zanzibarensis,0.0318,2.984,1,G,Yes
5616,Muraenidae,Gymnothorax,Gymnothorax griseus,0.0004,3.254,1,G,Yes
5619,Callionymidae,Synchiropus,Synchiropus moyeri,0.0131,2.572,1,G,Yes
5619,Callionymidae,Synchiropus,Synchiropus moyeri,0.0131,2.572,1,G,Yes
5622,Apogonidae,Cheilodipterus,Cheilodipterus arabicus,0.0038,3.59,0.92936803,G,Yes
5625,Caesionidae,Gymnocaesio,Gymnocaesio gymnoptera,0.0107,3.178,0.899280576,F,Yes
5628,Pseudochromidae,Labracinus,Labracinus cyclophthalmus,0.0167,2.863,1,F,Yes
5628,Pseudochromidae,Labracinus,Labracinus cyclophthalmus,0.0167,2.863,1,F,Yes
5629,Serranidae,Serranus,Serranus auriga,0.004,3.206,1,S,Yes
5631,Embiotocidae,Neoditrema,Neoditrema ransonnetii,0.03,3,0.800640512,F,Yes
5686,Chaenopsidae,Acanthemblemaria,Acanthemblemaria spp.,0.0063,3.217,1,G,Yes
5689,Synanceiidae,Inimicus,Inimicus filamentosus,0.0251,2.829,1,G,Yes
5690,Syngnathidae,Corythoichthys,Corythoichthys sp. [schultzi],0.0002,2.749,1,F,Yes
5693,Nemipteridae,Scolopsis,Scolopsis ghanam,0.0185,2.981,0.909090909,G,Yes
5694,Tripterygiidae,Enneanectes,Enneanectes spp.,0.0113,2.901,1,G,Yes
5695,Serranidae,Hypoplectrus,Hypoplectrus sp. [tan],0.0109,3.182,1,G,Yes
5696,Serranidae,Hypoplectrus,Hypoplectrus sp. [2],0.0109,3.182,1,G,Yes
5702,Cottidae,Gymnocanthus,Gymnocanthus tricuspis,0.0174,2.871,1,G,Yes
5709,Gobiesocidae,Lepadichthys,Lepadichthys frenatus,0.0088,3.059,1,F,Yes
5714,Scorpaenidae,Parascorpaena,Parascorpaena aurita,0.0155,3.298,1,F,Yes
5718,Pempherididae,Pempheris,Pempheris molucca,0.0119,3.026,1,G,Yes
5719,Scorpaenidae,Scorpaenopsis,Scorpaenopsis papuensis,0.0155,3.298,1,F,Yes
5720,Scombridae,Grammatorcynus,Grammatorcynus bicarinatus,0.0099,2.95,0.943396226,F,Yes
5726,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus,0.0109,3.012,0.837520938,S,Yes
5739,Moridae,Salilota,Salilota australis,0.004,3.275,1,F,Yes
5740,Callionymidae,Diplogrammus,Diplogrammus xenicus,0.014,2.709,1,F,Yes
5741,Labridae,Pseudojuloides,Pseudojuloides cerasinus,0.0134,2.939,1,F,Yes
5742,Haemulidae,Plectorhinchus,Plectorhinchus diagrammus,0.0202,2.943,0.935016363,G,Yes
5744,Sparidae,Pachymetopon,Pachymetopon grande,0.0184,3.151,0.913242009,F,Yes
5747,Pinguipedidae,Pseudopercis,Pseudopercis semifasciata,0.0073,3.109,1,S,Yes
5751,Tetraodontidae,Amblyrhynchotes,Amblyrhynchotes honckenii,0.0497,2.97,0.810372771,S,Yes
5755,Stichaeidae,Zoarchias,Zoarchias veneficus,0.004,3.148,1,F,Yes
5756,Muraenidae,Gymnothorax,Gymnothorax kidako,0.0058,3,1,S,Yes
5760,Pomacanthidae,Centropyge,Centropyge ferrugata,0.0492,2.795,1,G,Yes
5763,Scorpaenidae,Coccotropsis,Coccotropsis gymnoderma,0.0155,3.298,1,F,Yes
5764,Cheilodactylidae,Chirodactylus,Chirodactylus brachydactylus,0.016,2.989,1,F,Yes
5765,Pseudochromidae,Pictichromis,Pictichromis porphyrea,0.0167,2.863,1,F,Yes
5767,Triglidae,Chelidonichthys,Chelidonichthys capensis,0.0077,3.11,0.974,G,Yes
5771,Labridae,Bodianus,Bodianus albotaeniatus,0.0144,3.053,0.924214418,G,Yes
5774,Scaridae,Calotomus,Calotomus japonicus,0.0091,3.273,1,G,Yes
5778,Pomacentridae,Dascyllus,Dascyllus albisella,0.0311,3.133,0.912408759,G,Yes
5782,Clinidae,Clinus,Clinus spp.,0.0186,3.036,1,G,Yes
5783,Gobiidae,Caffrogobius,Caffrogobius spp.,0.0173,3.177,0.809,G,Yes
5790,Carangidae,Pseudocaranx,Pseudocaranx cheilio,0.0135,3.064,0.892857143,G,Yes
5791,Pomacentridae,Stegastes,Stegastes marginatus,0.0275,2.973,1,G,Yes
5793,Labridae,Thalassoma,Thalassoma sp. (bimaculatus),0.0139,3,1,G,Yes
5807,Syngnathidae,Corythoichthys,Corythoichthys schultzi,0.0002,2.749,1,F,Yes
5808,Serranidae,Epinephelus,Epinephelus melanostigma,0.0138,3.041,1,G,Yes
5809,Apogonidae,Zoramia,Zoramia leptacantha,0.0121,3.324,0.931098696,F,Yes
5810,Carangidae,Selar,Selar crumenophthalmus,0.004,3.259,0.877192982,S,Yes
5811,Lethrinidae,Gymnocranius,Gymnocranius microdon,0.0263,2.958,0.941619586,G,Yes
5812,Pomacentridae,Chrysiptera,Chrysiptera biocellata,0.022,3.001,0.959692898,G,Yes
5813,Pomacentridae,Chrysiptera,Chrysiptera tricincta,0.022,3.001,0.959692898,G,Yes
5814,Blenniidae,Ecsenius,Ecsenius fourmanoiri,0.0395,2.319,0.958772771,G,Yes
5815,Gobiidae,Amblyeleotris,Amblyeleotris fasciata,0.013,2.882,1,F,Yes
5816,Acanthuridae,Naso,Naso annulatus,0.051,2.715,0.864731316,S,Yes
5817,Monacanthidae,Pervagor,Pervagor melanocephalus,0.025,2.946,1,G,Yes
5837,Blenniidae,Meiacanthus,Meiacanthus oualanensis,0.0105,3.13,1,F,Yes
5839,Labridae,Coris,Coris roseoviridis,0.0069,3.031,0.892,G,Yes
5840,Pomacentridae,Neopomacentrus,Neopomacentrus metallicus,0.0259,2.913,0.849,G,Yes
5841,Cirrhitidae,Cirrhitops,Cirrhitops hubbardi,0.0138,3.117,1,F,Yes
5842,Pomacentridae,Chromis,Chromis bami,0.0204,3.217,0.84317032,G,Yes
5843,Pomacentridae,Stegastes,Stegastes emeryi,0.0275,2.973,1,G,Yes
5844,Pomacanthidae,Centropyge,Centropyge fisheri,0.0492,2.795,1,G,Yes
5845,Blenniidae,Cirripectes,Cirripectes fuscoguttatus,0.0147,3.099,1,G,Yes
5846,Scaridae,Scarus,Scarus festivus,0.0184,3.029,0.973,G,Yes
5847,Blenniidae,Ecsenius,Ecsenius fijiensis,0.0395,2.319,0.958772771,G,Yes
5848,Blenniidae,Meiacanthus,Meiacanthus bundoon,0.0105,3.13,1,F,Yes
5849,Pomacentridae,Amblyglyphidodon,Amblyglyphidodon orbicularis,0.0126,3.435,0.920810313,G,Yes
5850,Serranidae,Pseudanthias,Pseudanthias mooreanus,0.0155,3.085,0.963391137,G,Yes
5851,Labridae,Pseudojuloides,Pseudojuloides atavai,0.0134,2.939,1,F,Yes
5852,Serranidae,Epinephelus,Epinephelus socialis,0.0138,3.041,1,G,Yes
5853,Pomacentridae,Chromis,Chromis pamae,0.0204,3.217,0.84317032,G,Yes
5855,Gobiidae,Fusigobius,Fusigobius inframaculatus,0.013,2.882,1,F,Yes
5858,Gobiidae,Asterropteryx,Asterropteryx striata,0.01581,3,1,G,Yes
5863,Apogonidae,Pristiapogon,Pristiapogon fraenatus,,,,,No
5863,Apogonidae,Pristiapogon,Pristiapogon fraenatus,,,,,No
5865,Synodontidae,,Synodontid spp.,0.0058,2.915,1,F,Yes
5867,Bothidae,Bothus,Bothus spp.,0.009,3.099,1,G,Yes
5868,Lethrinidae,,Lethrinid spp.,0.0204,2.946,0.927643785,F,Yes
5869,Scorpaenidae,Scorpaenodes,Scorpaenodes spp.,0.0196,3.038,1,G,Yes
5873,Pomacentridae,Pomacentrus,Pomacentrus microspilus,0.0365,2.775,0.776096236,G,Yes
5874,Apogonidae,Pristiapogon,Pristiapogon kallopterus,0.0121,3.324,0.931098696,F,Yes
5874,Apogonidae,Pristiapogon,Pristiapogon kallopterus,0.0121,3.324,0.931098696,F,Yes
5875,Acanthuridae,Acanthurus,Acanthurus nubilus,0.0251,3.032,0.919399325,G,Yes
5876,Chaetodontidae,Hemitaurichthys,Hemitaurichthys multispinosus,0.0278,2.973,1,F,Yes
5878,Apogonidae,Ostorhinchus,Ostorhinchus properuptus,0.0184,3.051,1,G,Yes
5878,Apogonidae,Ostorhinchus,Ostorhinchus properuptus,0.0184,3.051,1,G,Yes
5879,Apogonidae,Ostorhinchus,Ostorhinchus aureus,0.0184,3.051,1,G,Yes
5879,Apogonidae,Ostorhinchus,Ostorhinchus aureus,0.0184,3.051,1,G,Yes
5880,Apogonidae,Ostorhinchus,Ostorhinchus nigrofasciatus,0.0184,3.051,1,G,Yes
5880,Apogonidae,Ostorhinchus,Ostorhinchus nigrofasciatus,0.0184,3.051,1,G,Yes
5883,Pomacanthidae,Genicanthus,Genicanthus watanabei,0.0344,2.968,1,F,Yes
5895,Serranidae,Epinephelus,Epinephelus sp. (merra?),0.0138,3.041,1,G,Yes
5907,Scaridae,Scarus,Scarus sp. (globiceps cf),0.0184,3.029,0.973,G,Yes
5922,Apogonidae,Apogon,Apogon sp. (very small),0.0124,3.284,0.941619586,G,Yes
5928,Pleuronectidae,Pleuronectes,Pleuronectes sp. [herzensteini cf],0.0053,3.225,1,G,Yes
5933,Gobiidae,Istigobius,Istigobius sp. (cambelli?),0.0106,3.086,1,G,Yes
5935,Gobiidae,Eviota,Eviota sp. (sp 2),0.013,2.882,1,F,Yes
5946,Nototheniidae,Patagonotothen,Patagonotothen sp. [wiltoni cf],0.0045,3.35,0.833333333,F,Yes
5947,Chaetodontidae,Chaetodon,Chaetodon sp. (daedalma cf),0.0318,2.984,1,G,Yes
5948,Pomacanthidae,Paracentropyge,Paracentropyge sp. (venusta cf),0.0344,2.968,1,F,Yes
5970,Blenniidae,,Blenniid sp. (Yellow head black body),0.0105,3.13,1,F,Yes
5971,Pomacentridae,Chrysiptera,Chrysiptera brownriggii [dark form],0.022,3.001,0.959692898,G,Yes
5976,Blenniidae,Parablennius,Parablennius spp.,0.0084,3.241,1,G,Yes
5977,Labrisomidae,Malacoctenus,Malacoctenus spp.,0.0179,2.72,1,G,Yes
5981,Eleotridae,Ophieleotris,Ophieleotris spp.,0.009,3.015,0.817661488,F,Yes
5986,Zoarcidae,Zoarces,Zoarces spp.,0.0009,3.5,1,F,Yes
5987,Gobiesocidae,Diademichthys,Diademichthys spp.,0.0088,3.059,1,F,Yes
5990,Monacanthidae,Pervagor,Pervagor spp.,0.025,2.946,1,G,Yes
6001,Liparidae,Liparis,Liparis spp.,0.0092,3.172,1,F,Yes
6018,Monacanthidae,Pervagor,Pervagor marginalis,0.025,2.946,1,G,Yes
6019,Apogonidae,Apogon,Apogon apogonides,0.0158,3.073,0.963391137,G,Yes
